"x"
"X1874" 1
"X1875" 1
"X1876" 1
"X1877" 1
"X1878" 1
"X1879" 1
"X1880" 1
"X1881" 1
"X1882" 1
"X1883" 1
"X1884" 1
"X1885" 1
"X1886" 1
"X1887" 1
"X1888" 1
"X1889" 1
"X1890" 1
"X1891" 1
"X1892" 1
"X1893" 1
"X1894" 1
"X1895" 1
"X1896" 1
"X1897" 1
"X1898" 1
"X1899" 1
"X1900" 1
"X1901" 1
"X1902" 1
"X1903" 1
"X1904" 1
"X1905" 1
"X1906" 1
"X1907" 1
"X1908" 1
"X1909" 1
"X1910" 1
"X1911" 1
"X1912" 1
"X1913" 1
"X1914" 1
"X1915" 1
"X1916" 1
"X1917" 1
"X1918" 1
"X1919" 1
"X1920" 1
"X1921" 1
"X1922" 1
"X1923" 1
"X1924" 1
"X1925" 1
"X1926" 1
"X1927" 1
"X1928" 1
"X1929" 1
"X1930" 1
"X1931" 1
"X1932" 1
"X1933" 1
"X1934" 1
"X1935" 1
"X1936" 1
"X1937" 1
"X1938" 1
"X1939" 1
"X1940" 1
"X1941" 1
"X1942" 1
"X1943" 1
"X1944" 1
"X1945" 1
"X1946" 1
"X1947" 1
"X1948" 1
"X1949" 1
"X1950" 1
"X1951" 1
"X1952" 1
"X1953" 1
"X1954" 1
"X1955" 1
"X1956" 1
"X1957" 1
"X1958" 1
"X1959" 1
"X1960" 1
"X1961" 1
"X1962" 1
"X1963" 1
"X1964" 1
"X1965" 1
"X1966" 1
"X1967" 1
"X1968" 1
"X1969" 1
"X1970" 1
"X1971" 1
"X1972" 1
"X1973" 1
"X1974" 1
"X1975" 1
"X1976" 1
"X1977" 1
"X1978" 1
"X1979" 1
"X1980" 1
"X1981" 1
"X1982" 1
"X1983" 1
"X1984" 1
"X1985" 1
"X1986" 1
"X1987" 1
"X1988" 1
"X1989" 1
"X1990" 1
"X1991" 1
"X1992" 1
"X1993" 1
"X1994" 1
"X1995" 1
"X1996" 1
"X1997" 1
"X1998" 1
"X1999" 1
"X2000" 1
"X2001" 1
"X2002" 1
"X2003" 1
"X2004" 1
"X2005" 1
"X2006" 1
"X2007" 1
"X2008" 1
"X2009" 1
"X2010" 1
"X2011" 1
"X2012" 1
"X2013" 1
"X2014" 1
"X2015" 1
"X2016" 1
"X2017" 1
"X2018" 1
"X2019" 1
"X2020" 1
"X2021" 1
"X2022" 1
"X2023" 1
"X2024" 1
"X2025" 1
"X2026" 1
"X2027" 1
"X2028" 1
"X2029" 1
"X2030" 1
"X2031" 1
"X2032" 1
"X2033" 1
"X2034" 1
"X2035" 1
"X2036" 1
"X2037" 1
"X2038" 1
"X2039" 1
"X2040" 1
"X2041" 1
"X2042" 1
"X2043" 1
"X2044" 1
"X2045" 1
"X2046" 1
"X2047" 1
"X2048" 1
"X2049" 1
"X2050" 1
"X2051" 1
"X2052" 1
"X2053" 1
"X2054" 1
"X2055" 1
"X2056" 1
"X2057" 1
"X2058" 1
"X2059" 1
"X2060" 1
"X2061" 1
"X2062" 1
"X2063" 1
"X2064" 1
"X2065" 1
"X2066" 1
"X2067" 1
"X2068" 1
"X2069" 1
"X2070" 1
"X2071" 1
"X2072" 1
"X2073" 1
"X2074" 1
"X2075" 1
"X2076" 1
"X2077" 1
"X2078" 1
"X2079" 1
"X2080" 1
"X2081" 1
"X2082" 1
"X2083" 1
"X2084" 1
"X2085" 1
"X2086" 1
"X2087" 1
"X2088" 1
"X2089" 1
"X2090" 1
"X2091" 1
"X2092" 1
"X2093" 1
"X2094" 1
"X2095" 1
"X2096" 1
"X2097" 1
"X2098" 1
"X2099" 1
"X2100" 1
"X2101" 1
"X2102" 1
"X2103" 1
"X2104" 1
"X2105" 1
"X2106" 1
"X2107" 1
"X2108" 1
"X2109" 1
"X2110" 1
"X2111" 1
"X2112" 1
"X2113" 1
"X2114" 1
"X2115" 1
"X2116" 1
"X2117" 1
"X2118" 1
"X2119" 1
"X2120" 1
"X2121" 1
"X2122" 1
"X2123" 1
"X2124" 1
"X2125" 1
"X2126" 1
"X2127" 1
"X2128" 1
"X2129" 1
"X2130" 1
"X2131" 1
"X2132" 1
"X2133" 1
"X2134" 1
"X2135" 1
"X2136" 1
"X2137" 1
"X2138" 1
"X2139" 1
"X2140" 1
"X2141" 1
"X2142" 1
"X2143" 1
"X2144" 1
"X2145" 1
"X2146" 1
"X2147" 1
"X2148" 1
"X2149" 1
"X2150" 1
"X2151" 1
"X2152" 1
"X2153" 1
"X2154" 1
"X2155" 1
"X2156" 1
"X2157" 1
"X2158" 1
"X2159" 1
"X2160" 1
"X2161" 1
"X2162" 1
"X2163" 1
"X2164" 1
"X2165" 1
"X2166" 1
"X2167" 1
"X2168" 1
"X2169" 1
"X2170" 1
"X2171" 1
"X2172" 1
"X2173" 1
"X2174" 1
"X2175" 1
"X2176" 1
"X2177" 1
"X2178" 1
"X2179" 1
"X2180" 1
"X2181" 1
"X2182" 1
"X2183" 1
"X2184" 1
"X2185" 1
"X2186" 1
"X2187" 1
"X2188" 1
"X2189" 1
"X2190" 1
"X2191" 1
"X2192" 1
"X2193" 1
"X2194" 1
"X2195" 1
"X2196" 1
"X2197" 1
"X2198" 1
"X2199" 1
"X2200" 1
"X2201" 1
"X2202" 1
"X2203" 1
"X2204" 1
"X2205" 1
"X2206" 1
"X2207" 1
"X2208" 1
"X2209" 1
"X2210" 1
"X2211" 1
"X2212" 1
"X2213" 1
"X2214" 1
"X2215" 1
"X2216" 1
"X2217" 1
"X2218" 1
"X2219" 1
"X2220" 1
"X2221" 1
"X2222" 1
"X2223" 1
"X2224" 1
"X2225" 1
"X2226" 1
"X2227" 1
"X2228" 1
"X2229" 1
"X2230" 1
"X2231" 1
"X2232" 1
"X2233" 1
"X2234" 1
"X2235" 1
"X2236" 1
"X2237" 1
"X2238" 1
"X2239" 1
"X2240" 1
"X2241" 1
"X2242" 1
"X2243" 1
"X2244" 1
"X2245" 1
"X2246" 1
"X2247" 1
"X2248" 1
"X2249" 1
"X2250" 1
"X2251" 1
"X2252" 1
"X2253" 1
"X2254" 1
"X2255" 1
"X2256" 1
"X2257" 1
"X2258" 1
"X2259" 1
"X2260" 1
"X2261" 1
"X2262" 1
"X2263" 1
"X2264" 1
"X2265" 1
"X2266" 1
"X2267" 1
"X2268" 1
"X2269" 1
"X2270" 1
"X2271" 1
"X2272" 1
"X2273" 1
"X2274" 1
"X2275" 1
"X2276" 1
"X2277" 1
"X2278" 1
"X2279" 1
"X2280" 1
"X2281" 1
"X2282" 1
"X2283" 1
"X2284" 1
"X2285" 1
"X2286" 1
"X2287" 1
"X2288" 1
"X2289" 1
"X2290" 1
"X2291" 1
"X2292" 1
"X2293" 1
"X2294" 1
"X2295" 1
"X2296" 1
"X2297" 1
"X2298" 1
"X2299" 1
"X2300" 1
"X2301" 1
"X2302" 1
"X2303" 1
"X2304" 1
"X2305" 1
"X2306" 1
"X2307" 1
"X2308" 1
"X2309" 1
"X2310" 1
"X2311" 1
"X2312" 1
"X2313" 1
"X2314" 1
"X2315" 1
"X2316" 1
"X2317" 1
"X2318" 1
"X2319" 1
"X2320" 1
"X2321" 1
"X2322" 1
"X2323" 1
"X2324" 1
"X2325" 1
"X2326" 1
"X2327" 1
"X2328" 1
"X2329" 1
"X2330" 1
"X2331" 1
"X2332" 1
"X2333" 1
"X2334" 1
"X2335" 1
"X2336" 1
"X2337" 1
"X2338" 1
"X2339" 1
"X2340" 1
"X2341" 1
"X2342" 1
"X2343" 1
"X2344" 1
"X2345" 1
"X2346" 1
"X2347" 1
"X2348" 1
"X2349" 1
"X2350" 1
"X2351" 1
"X2352" 1
"X2353" 1
"X2354" 1
"X2355" 1
"X2356" 1
"X2357" 1
"X2358" 1
"X2359" 1
"X2360" 1
"X2361" 1
"X2362" 1
"X2363" 1
"X2364" 1
"X2365" 1
"X2366" 1
"X2367" 1
"X2368" 1
"X2369" 1
"X2370" 1
"X2371" 1
"X2372" 1
"X2373" 1
"X2374" 1
"X2375" 1
"X2376" 1
"X2377" 1
"X2378" 1
"X2379" 1
"X2380" 1
"X2381" 1
"X2382" 1
"X2383" 1
"X2384" 1
"X2385" 1
"X2386" 1
"X2387" 1
"X2388" 1
"X2389" 1
"X2390" 1
"X2391" 1
"X2392" 1
"X2393" 1
"X2394" 1
"X2395" 1
"X2396" 1
"X2397" 1
"X2398" 1
"X2399" 1
"X2400" 1
"X2401" 1
"X2402" 1
"X2403" 1
"X2404" 1
"X2405" 1
"X2406" 1
"X2407" 1
"X2408" 1
"X2409" 1
"X2410" 1
"X2411" 1
"X2412" 1
"X2413" 1
"X2414" 1
"X2415" 1
"X2416" 1
"X2417" 1
"X2418" 1
"X2419" 1
"X2420" 1
"X2421" 1
"X2422" 1
"X2423" 1
"X2424" 1
"X2425" 1
"X2426" 1
"X2427" 1
"X2428" 1
"X2429" 1
"X2430" 1
"X2431" 1
"X2432" 1
"X2433" 1
"X2434" 1
"X2435" 1
"X2436" 1
"X2437" 1
"X2438" 1
"X2439" 1
"X2440" 1
"X2441" 1
"X2442" 1
"X2443" 1
"X2444" 1
"X2445" 1
"X2446" 1
"X2447" 1
"X2448" 1
"X2449" 1
"X2450" 1
"X2451" 1
"X2452" 1
"X2453" 1
"X2454" 1
"X2455" 1
"X2456" 1
"X2457" 1
"X2458" 1
"X2459" 1
"X2460" 1
"X2461" 1
"X2462" 1
"X2463" 1
"X2464" 1
"X2465" 1
"X2466" 1
"X2467" 1
"X2468" 1
"X2469" 1
"X2470" 1
"X2471" 1
"X2472" 1
"X2473" 1
"X2474" 1
"X2475" 1
"X2476" 1
"X2477" 1
"X2478" 1
"X2479" 1
"X2480" 1
"X2481" 1
"X2482" 1
"X2483" 1
"X2484" 1
"X2485" 1
"X2486" 1
"X2487" 1
"X2488" 1
"X2489" 1
"X2490" 1
"X2491" 1
"X2492" 1
"X2493" 1
"X2494" 1
"X2495" 1
"X2496" 1
"X2497" 1
"X2498" 1
"X2499" 1
"X2500" 1
"X2501" 1
"X2502" 1
"X2503" 1
"X2504" 1
"X2505" 1
"X2506" 1
"X2507" 1
"X2508" 1
"X2509" 1
"X2510" 1
"X2511" 1
"X2512" 1
"X2513" 1
"X2514" 1
"X2515" 1
"X2516" 1
"X2517" 1
"X2518" 1
"X2519" 1
"X2520" 1
"X2521" 1
"X2522" 1
"X2523" 1
"X2524" 1
"X2525" 1
"X2526" 1
"X2527" 1
"X2528" 1
"X2529" 1
"X2530" 1
"X2531" 1
"X2532" 1
"X2533" 1
"X2534" 1
"X2535" 1
"X2536" 1
"X2537" 1
"X2538" 1
"X2539" 1
"X2540" 1
"X2541" 1
"X2542" 1
"X2543" 1
"X2544" 1
"X2545" 1
"X2546" 1
"X2547" 1
"X2548" 1
"X2549" 1
"X2550" 1
"X2551" 1
"X2552" 1
"X2553" 1
"X2554" 1
"X2555" 1
"X2556" 1
"X2557" 1
"X2558" 1
"X2559" 1
"X2560" 1
"X2561" 1
"X2562" 1
"X2563" 1
"X2564" 1
"X2565" 1
"X2566" 1
"X2567" 1
"X2568" 1
"X2569" 1
"X2570" 1
"X2571" 1
"X2572" 1
"X2573" 1
"X2574" 1
"X2575" 1
"X2576" 1
"X2577" 1
"X2578" 1
"X2579" 1
"X2580" 1
"X2581" 1
"X2582" 1
"X2583" 1
"X2584" 1
"X2585" 1
"X2586" 1
"X2587" 1
"X2588" 1
"X2589" 1
"X2590" 1
"X2591" 1
"X2592" 1
"X2593" 1
"X2594" 1
"X2595" 1
"X2596" 1
"X2597" 1
"X2598" 1
"X2599" 1
"X2600" 1
"X2601" 1
"X2602" NA
"X2603" NA
"X2604" NA
"X2605" NA
"X2606" NA
"X2607" NA
"X2608" NA
"X2609" NA
"X2610" 1
"X2611" 1
"X2612" 1
"X2613" 1
"X2614" 1
"X2615" 1
"X2616" 1
"X2617" 1
"X2618" 1
"X2619" 1
"X2620" 1
"X2621" 1
"X2622" 1
"X2623" 1
"X2624" 1
"X2625" 1
"X2626" 1
"X2627" 1
"X2628" 1
"X2629" 1
"X2630" 1
"X2631" 1
"X2632" 1
"X2633" 1
"X2634" 1
"X2635" 1
"X2636" 1
"X2637" 1
"X2638" 1
"X2639" 1
"X2640" 1
"X2641" 1
"X2642" 1
"X2643" 1
"X2644" 1
"X2645" 1
"X2646" 1
"X2647" 1
"X2648" 1
"X2649" 1
"X2650" 1
"X2651" 1
"X2652" 1
"X2653" 1
"X2654" 1
"X2655" 1
"X2656" 1
"X2657" 1
"X2658" 1
"X2659" 1
"X2660" 1
"X2661" 1
"X2662" 1
"X2663" 1
"X2664" 1
"X2665" 1
"X2666" 1
"X2667" 1
"X2668" 1
"X2669" 1
"X2670" 1
"X2671" 1
"X2672" 1
"X2673" 1
"X2674" 1
"X2675" 1
"X2676" 1
"X2677" 1
"X2678" 1
"X2679" 1
"X2680" 1
"X2681" 1
"X2682" 1
"X2683" 1
"X2684" 1
"X2685" 1
"X2686" 1
"X2687" 1
"X2688" 1
"X2689" 1
"X2690" 1
"X2691" 1
"X2692" 1
"X2693" 1
"X2694" 1
"X2695" 1
"X2696" 1
"X2697" 1
"X2698" 1
"X2699" 1
"X2700" 1
"X2701" 1
"X2702" 1
"X2703" 1
"X2704" 1
"X2705" 1
"X2706" 1
"X2707" 1
"X2708" 1
"X2709" 1
"X2710" 1
"X2711" 1
"X2712" 1
"X2713" 1
"X2714" 1
"X2715" 1
"X2716" 1
"X2717" 1
"X2718" 1
"X2719" 1
"X2720" 1
"X2721" 1
"X2722" NA
"X2723" NA
"X2724" NA
"X2725" NA
"X2726" NA
"X2727" NA
"X2728" NA
"X2729" NA
"X2730" NA
"X2731" NA
"X2732" NA
"X2733" NA
"X2734" NA
"X2735" NA
"X2736" NA
"X2737" NA
"X2738" NA
"X2739" NA
"X2740" NA
"X2741" NA
"X2742" NA
"X2743" NA
"X2744" NA
"X2745" NA
"X2746" NA
"X2747" NA
"X2748" NA
"X2749" NA
"X2750" NA
"X2751" NA
"X2752" NA
"X2753" NA
"X2754" NA
"X2755" NA
"X2756" NA
"X2757" NA
"X2758" NA
"X2759" NA
"X2760" NA
"X2761" NA
"X2762" NA
"X2763" NA
"X2764" NA
"X2765" NA
"X2766" NA
"X2767" NA
"X2768" NA
"X2769" NA
"X2770" 1
"X2771" 1
"X2772" 1
"X2773" 1
"X2774" 1
"X2775" 1
"X2776" 1
"X2777" 1
"X2778" 1
"X2779" 1
"X2780" 1
"X2781" 1
"X2782" 1
"X2783" 1
"X2784" 1
"X2785" 1
"X2786" 1
"X2787" 1
"X2788" 1
"X2789" 1
"X2790" 1
"X2791" 1
"X2792" 1
"X2793" 1
"X2794" 1
"X2795" 1
"X2796" 1
"X2797" 1
"X2798" 1
"X2799" 1
"X2800" 1
"X2801" 1
"X2802" 1
"X2803" 1
"X2804" 1
"X2805" 1
"X2806" 1
"X2807" 1
"X2808" 1
"X2809" 1
"X2810" 1
"X2811" 1
"X2812" 1
"X2813" 1
"X2814" 1
"X2815" 1
"X2816" 1
"X2817" 1
"X2818" 1
"X2819" 1
"X2820" 1
"X2821" 1
"X2822" 1
"X2823" 1
"X2824" 1
"X2825" 1
"X2826" 1
"X2827" 1
"X2828" 1
"X2829" 1
"X2830" 1
"X2831" 1
"X2832" 1
"X2833" 1
"X2834" 1
"X2835" 1
"X2836" 1
"X2837" 1
"X2838" 1
"X2839" 1
"X2840" 1
"X2841" 1
"X2842" 1
"X2843" 1
"X2844" 1
"X2845" 1
"X2846" 1
"X2847" 1
"X2848" 1
"X2849" 1
"X2850" 1
"X2851" 1
"X2852" 1
"X2853" 1
"X2854" 1
"X2855" 1
"X2856" 1
"X2857" 1
"X2858" 1
"X2859" 1
"X2860" 1
"X2861" 1
"X2862" 1
"X2863" 1
"X2864" 1
"X2865" 1
"X2866" 1
"X2867" 1
"X2868" 1
"X2869" 1
"X2870" 1
"X2871" 1
"X2872" 1
"X2873" 1
"X2874" 1
"X2875" 1
"X2876" 1
"X2877" 1
"X2878" 1
"X2879" 1
"X2880" 1
"X2881" 1
"X2882" 1
"X2883" 1
"X2884" 1
"X2885" 1
"X2886" 1
"X2887" 1
"X2888" 1
"X2889" 1
"X2890" 1
"X2891" 1
"X2892" 1
"X2893" 1
"X2894" 1
"X2895" 1
"X2896" 1
"X2897" 1
"X2898" 1
"X2899" 1
"X2900" 1
"X2901" 1
"X2902" 1
"X2903" 1
"X2904" 1
"X2905" 1
"X2906" 1
"X2907" 1
"X2908" 1
"X2909" 1
"X2910" 1
"X2911" 1
"X2912" 1
"X2913" 1
"X2914" 1
"X2915" 1
"X2916" 1
"X2917" 1
"X2918" 1
"X2919" 1
"X2920" 1
"X2921" 1
"X2922" 1
"X2923" 1
"X2924" 1
"X2925" 1
"X2926" 1
"X2927" 1
"X2928" 1
"X2929" 1
"X2930" 1
"X2931" 1
"X2932" 1
"X2933" 1
"X2934" 1
"X2935" 1
"X2936" 1
"X2937" 1
"X2938" 1
"X2939" 1
"X2940" 1
"X2941" 1
"X2942" 1
"X2943" 1
"X2944" 1
"X2945" 1
"X2946" NA
"X2947" NA
"X2948" NA
"X2949" NA
"X2950" NA
"X2951" NA
"X2952" NA
"X2953" NA
"X2954" NA
"X2955" NA
"X2956" NA
"X2957" NA
"X2958" NA
"X2959" NA
"X2960" NA
"X2961" NA
"X2962" NA
"X2963" NA
"X2964" NA
"X2965" NA
"X2966" NA
"X2967" NA
"X2968" NA
"X2969" NA
"X2970" NA
"X2971" NA
"X2972" NA
"X2973" NA
"X2974" NA
"X2975" NA
"X2976" NA
"X2977" NA
"X2978" NA
"X2979" NA
"X2980" NA
"X2981" NA
"X2982" NA
"X2983" NA
"X2984" NA
"X2985" NA
"X2986" NA
"X2987" NA
"X2988" NA
"X2989" NA
"X2990" NA
"X2991" NA
"X2992" NA
"X2993" NA
"X2994" NA
"X2995" NA
"X2996" NA
"X2997" NA
"X2998" NA
"X2999" NA
"X3000" NA
"X3001" NA
"X3002" NA
"X3003" NA
"X3004" NA
"X3005" NA
"X3006" NA
"X3007" NA
"X3008" NA
"X3009" NA
"X3010" NA
"X3011" NA
"X3012" NA
"X3013" NA
"X3014" NA
"X3015" NA
"X3016" NA
"X3017" NA
"X3018" 1
"X3019" 1
"X3020" 1
"X3021" 1
"X3022" 1
"X3023" 1
"X3024" 1
"X3025" 1
"X3026" 1
"X3027" 1
"X3028" 1
"X3029" 1
"X3030" 1
"X3031" 1
"X3032" 1
"X3033" 1
"X3034" 1
"X3035" 1
"X3036" 1
"X3037" 1
"X3038" 1
"X3039" 1
"X3040" 1
"X3041" 1
"X3042" 1
"X3043" 1
"X3044" 1
"X3045" 1
"X3046" 1
"X3047" 1
"X3048" 1
"X3049" 1
"X3050" 1
"X3051" 1
"X3052" 1
"X3053" 1
"X3054" 1
"X3055" 1
"X3056" 1
"X3057" 1
"X3058" 1
"X3059" 1
"X3060" 1
"X3061" 1
"X3062" 1
"X3063" 1
"X3064" 1
"X3065" 1
"X3066" 1
"X3067" 1
"X3068" 1
"X3069" 1
"X3070" 1
"X3071" 1
"X3072" 1
"X3073" 1
"X3074" 1
"X3075" 1
"X3076" 1
"X3077" 1
"X3078" 1
"X3079" 1
"X3080" 1
"X3081" 1
"X3082" 1
"X3083" 1
"X3084" 1
"X3085" 1
"X3086" 1
"X3087" 1
"X3088" 1
"X3089" 1
"X3090" 1
"X3091" 1
"X3092" 1
"X3093" 1
"X3094" 1
"X3095" 1
"X3096" 1
"X3097" 1
"X3098" 1
"X3099" 1
"X3100" 1
"X3101" 1
"X3102" 1
"X3103" 1
"X3104" 1
"X3105" 1
"X3106" 1
"X3107" 1
"X3108" 1
"X3109" 1
"X3110" 1
"X3111" 1
"X3112" 1
"X3113" 1
"X3114" 1
"X3115" 1
"X3116" 1
"X3117" 1
"X3118" 1
"X3119" 1
"X3120" 1
"X3121" 1
"X3122" 1
"X3123" 1
"X3124" 1
"X3125" 1
"X3126" 1
"X3127" 1
"X3128" 1
"X3129" 1
"X3130" 1
"X3131" 1
"X3132" 1
"X3133" 1
"X3134" 1
"X3135" 1
"X3136" 1
"X3137" 1
"X3138" 1
"X3139" 1
"X3140" 1
"X3141" 1
"X3142" 1
"X3143" 1
"X3144" 1
"X3145" 1
"X3146" 1
"X3147" 1
"X3148" 1
"X3149" 1
"X3150" 1
"X3151" 1
"X3152" 1
"X3153" 1
"X3154" 1
"X3155" 1
"X3156" 1
"X3157" 1
"X3158" 1
"X3159" 1
"X3160" 1
"X3161" 1
"X3162" 1
"X3163" 1
"X3164" 1
"X3165" 1
"X3166" 1
"X3167" 1
"X3168" 1
"X3169" 1
"X3170" 1
"X3171" 1
"X3172" 1
"X3173" 1
"X3174" 1
"X3175" 1
"X3176" 1
"X3177" 1
"X3178" 1
"X3179" 1
"X3180" 1
"X3181" 1
"X3182" 1
"X3183" 1
"X3184" 1
"X3185" 1
"X3186" 1
"X3187" 1
"X3188" 1
"X3189" 1
"X3190" 1
"X3191" 1
"X3192" 1
"X3193" 1
"X3194" 1
"X3195" 1
"X3196" 1
"X3197" 1
"X3198" 1
"X3199" 1
"X3200" 1
"X3201" 1
"X3202" 1
"X3203" 1
"X3204" 1
"X3205" 1
"X3206" 1
"X3207" 1
"X3208" 1
"X3209" 1
"X3210" NA
"X3211" NA
"X3212" NA
"X3213" NA
"X3214" NA
"X3215" NA
"X3216" NA
"X3217" NA
"X3218" NA
"X3219" NA
"X3220" NA
"X3221" NA
"X3222" NA
"X3223" NA
"X3224" NA
"X3225" NA
"X3226" NA
"X3227" NA
"X3228" NA
"X3229" NA
"X3230" NA
"X3231" NA
"X3232" NA
"X3233" NA
"X3234" NA
"X3235" NA
"X3236" NA
"X3237" NA
"X3238" NA
"X3239" NA
"X3240" NA
"X3241" NA
"X3242" NA
"X3243" NA
"X3244" NA
"X3245" NA
"X3246" NA
"X3247" NA
"X3248" NA
"X3249" NA
"X3250" NA
"X3251" NA
"X3252" NA
"X3253" NA
"X3254" NA
"X3255" NA
"X3256" NA
"X3257" NA
"X3258" NA
"X3259" NA
"X3260" NA
"X3261" NA
"X3262" NA
"X3263" NA
"X3264" NA
"X3265" NA
"X3266" 1
"X3267" 1
"X3268" 1
"X3269" 1
"X3270" 1
"X3271" 1
"X3272" 1
"X3273" 1
"X3274" 1
"X3275" 1
"X3276" 1
"X3277" 1
"X3278" 1
"X3279" 1
"X3280" 1
"X3281" 1
"X3282" 1
"X3283" 1
"X3284" 1
"X3285" 1
"X3286" 1
"X3287" 1
"X3288" 1
"X3289" 1
"X3290" 1
"X3291" 1
"X3292" 1
"X3293" 1
"X3294" 1
"X3295" 1
"X3296" 1
"X3297" 1
"X3298" 1
"X3299" 1
"X3300" 1
"X3301" 1
"X3302" 1
"X3303" 1
"X3304" 1
"X3305" 1
"X3306" 1
"X3307" 1
"X3308" 1
"X3309" 1
"X3310" 1
"X3311" 1
"X3312" 1
"X3313" 1
"X3314" 1
"X3315" 1
"X3316" 1
"X3317" 1
"X3318" 1
"X3319" 1
"X3320" 1
"X3321" 1
"X3322" 1
"X3323" 1
"X3324" 1
"X3325" 1
"X3326" 1
"X3327" 1
"X3328" 1
"X3329" 1
"X3330" 1
"X3331" 1
"X3332" 1
"X3333" 1
"X3334" 1
"X3335" 1
"X3336" 1
"X3337" 1
"X3338" 1
"X3339" 1
"X3340" 1
"X3341" 1
"X3342" 1
"X3343" 1
"X3344" 1
"X3345" 1
"X3346" 1
"X3347" 1
"X3348" 1
"X3349" 1
"X3350" 1
"X3351" 1
"X3352" 1
"X3353" 1
"X3354" 1
"X3355" 1
"X3356" 1
"X3357" 1
"X3358" 1
"X3359" 1
"X3360" 1
"X3361" 1
"X3362" 1
"X3363" 1
"X3364" 1
"X3365" 1
"X3366" 1
"X3367" 1
"X3368" 1
"X3369" 1
"X3370" 1
"X3371" 1
"X3372" 1
"X3373" 1
"X3374" 1
"X3375" 1
"X3376" 1
"X3377" 1
"X3378" 1
"X3379" 1
"X3380" 1
"X3381" 1
"X3382" 1
"X3383" 1
"X3384" 1
"X3385" 1
"X3386" 1
"X3387" 1
"X3388" 1
"X3389" 1
"X3390" 1
"X3391" 1
"X3392" 1
"X3393" 1
"X3394" 1
"X3395" 1
"X3396" 1
"X3397" 1
"X3398" 1
"X3399" 1
"X3400" 1
"X3401" 1
"X3402" 1
"X3403" 1
"X3404" 1
"X3405" 1
"X3406" 1
"X3407" 1
"X3408" 1
"X3409" 1
"X3410" 1
"X3411" 1
"X3412" 1
"X3413" 1
"X3414" 1
"X3415" 1
"X3416" 1
"X3417" 1
"X3418" 1
"X3419" 1
"X3420" 1
"X3421" 1
"X3422" 1
"X3423" 1
"X3424" 1
"X3425" 1
"X3426" 1
"X3427" 1
"X3428" 1
"X3429" 1
"X3430" 1
"X3431" 1
"X3432" 1
"X3433" 1
"X3434" 1
"X3435" 1
"X3436" 1
"X3437" 1
"X3438" 1
"X3439" 1
"X3440" 1
"X3441" 1
"X3442" 1
"X3443" 1
"X3444" 1
"X3445" 1
"X3446" 1
"X3447" 1
"X3448" 1
"X3449" 1
"X3450" 1
"X3451" 1
"X3452" 1
"X3453" 1
"X3454" 1
"X3455" 1
"X3456" 1
"X3457" 1
"X3458" 1
"X3459" 1
"X3460" 1
"X3461" 1
"X3462" 1
"X3463" 1
"X3464" 1
"X3465" 1
"X3466" 1
"X3467" 1
"X3468" 1
"X3469" 1
"X3470" 1
"X3471" 1
"X3472" 1
"X3473" 1
"X3474" NA
"X3475" NA
"X3476" NA
"X3477" NA
"X3478" NA
"X3479" NA
"X3480" NA
"X3481" NA
"X3482" NA
"X3483" NA
"X3484" NA
"X3485" NA
"X3486" NA
"X3487" NA
"X3488" NA
"X3489" NA
"X3490" NA
"X3491" NA
"X3492" NA
"X3493" NA
"X3494" NA
"X3495" NA
"X3496" NA
"X3497" NA
"X3498" NA
"X3499" NA
"X3500" NA
"X3501" NA
"X3502" NA
"X3503" NA
"X3504" NA
"X3505" NA
"X3506" NA
"X3507" NA
"X3508" NA
"X3509" NA
"X3510" NA
"X3511" NA
"X3512" NA
"X3513" NA
"X3514" 1
"X3515" 1
"X3516" 1
"X3517" 1
"X3518" 1
"X3519" 1
"X3520" 1
"X3521" 1
"X3522" 1
"X3523" 1
"X3524" 1
"X3525" 1
"X3526" 1
"X3527" 1
"X3528" 1
"X3529" 1
"X3530" 1
"X3531" 1
"X3532" 1
"X3533" 1
"X3534" 1
"X3535" 1
"X3536" 1
"X3537" 1
"X3538" 1
"X3539" 1
"X3540" 1
"X3541" 1
"X3542" 1
"X3543" 1
"X3544" 1
"X3545" 1
"X3546" 1
"X3547" 1
"X3548" 1
"X3549" 1
"X3550" 1
"X3551" 1
"X3552" 1
"X3553" 1
"X3554" 1
"X3555" 1
"X3556" 1
"X3557" 1
"X3558" 1
"X3559" 1
"X3560" 1
"X3561" 1
"X3562" 1
"X3563" 1
"X3564" 1
"X3565" 1
"X3566" 1
"X3567" 1
"X3568" 1
"X3569" 1
"X3570" 1
"X3571" 1
"X3572" 1
"X3573" 1
"X3574" 1
"X3575" 1
"X3576" 1
"X3577" 1
"X3578" 1
"X3579" 1
"X3580" 1
"X3581" 1
"X3582" 1
"X3583" 1
"X3584" 1
"X3585" 1
"X3586" 1
"X3587" 1
"X3588" 1
"X3589" 1
"X3590" 1
"X3591" 1
"X3592" 1
"X3593" 1
"X3594" 1
"X3595" 1
"X3596" 1
"X3597" 1
"X3598" 1
"X3599" 1
"X3600" 1
"X3601" 1
"X3602" 1
"X3603" 1
"X3604" 1
"X3605" 1
"X3606" 1
"X3607" 1
"X3608" 1
"X3609" 1
"X3610" 1
"X3611" 1
"X3612" 1
"X3613" 1
"X3614" 1
"X3615" 1
"X3616" 1
"X3617" 1
"X3618" 1
"X3619" 1
"X3620" 1
"X3621" 1
"X3622" 1
